Watch_Date,title_of_movie,Release_Year,link_of_movie,my_rating,movie_id,average_rating,genre_of_movie,Director,Actors,Country,Language,Runtime_minutes,Watched_number
2026-07-04,Supergirl,2026,https://boxd.it/ESyU,3.5,boxd.it,2.98,"['Action', 'Science Fiction', 'Adventure']",Craig Gillespie,[],[],[],108.0,
2026-07-04,Voicemails for Isabelle,2026,https://boxd.it/mJVk,3.0,boxd.it,3.48,"['Comedy', 'Romance', 'Drama']",Leah McKendrick,[],[],[],119.0,
2026-07-18,Mystic River,2003,https://boxd.it/2aAG,3.5,boxd.it,,[],,[],[],[],,
2026-07-25,The Break-Up,2006,https://boxd.it/1XRk,3.5,boxd.it,,[],,[],[],[],,
2026-07-25,We're the Millers,2013,https://boxd.it/4srQ,4.0,boxd.it,,[],,[],[],[],,
2026-07-25,Murder Mystery,2019,https://boxd.it/iEBm,,boxd.it,,[],,[],[],[],,
2026-07-25,Love Happens,2009,https://boxd.it/1vps,,boxd.it,,[],,[],[],[],,
2026-07-29,Troy,2004,https://boxd.it/29TW,3.5,boxd.it,,[],,[],[],[],,
2026-08-04,American Murder: The Family Next Door,2020,https://boxd.it/rUk0,,boxd.it,,[],,[],[],[],,
2026-08-09,The Godfather Part II,1974,https://boxd.it/2aNq,4.5,boxd.it,,[],,[],[],[],,
2026-08-25,Spider-Man: Brand New Day,2026,https://boxd.it/ACJE,3.5,boxd.it,4.06,"['Science Fiction', 'Action', 'Adventure']",Destin Daniel Cretton,[],[],[],145.0,
